Compound ID,InChIKey,SMILES,LogS
A-322,PFDVPCSDZXZDMF-UHFFFAOYSA-N,CC(=O)CC(C)(C)c1ccccc1,-2.337666283
A-326,SFNALCNOMXIBKG-UHFFFAOYSA-N,CCCCCCCCCCCCOCCO,-1.4593774078
A-329,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,-2.8005950876
A-331,OJOWICOBYCXEKR-KRXBUXKQSA-N,C\C=C1/CC2CC1C=C2,-3.1767964148
A-332,PZIMIYVOZBTARW-UHFFFAOYSA-N,CCN(C(=O)N(CC)c1ccccc1)c2ccccc2,-3.5256277962
A-334,HUIYGGQINIVDNW-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1N,-3.3830205262
A-338,ZCTQGTTXIYCGGC-UHFFFAOYSA-N,Oc1ccccc1C(=O)OCc2ccccc2,-4.4139224059
A-339,AFCAKJKUYFLYFK-UHFFFAOYSA-N,CCCC[Sn](CCCC)(CCCC)CCCC,-4.596065772
A-342,CRGZYKWWYNQGEC-UHFFFAOYSA-N,[Mg++].C[O-].C[O-],-3.9943699512
A-343,WLZRMCYVCSSEQC-UHFFFAOYSA-N,[Cd++],-4.1112934221
A-347,USFSONWQSVCJBO-UHFFFAOYSA-N,O[S](=O)(=O)c1cccc2cc(Nc3ccccc3)cc(Nc4ccccc4)c12,-4.6725029066
A-348,HQOVXPHOJANJBR-UHFFFAOYSA-N,CCC(C)(OOC(C)(C)C)OOC(C)(C)C,-4.4507609201
A-349,LTYMSROWYAPPGB-UHFFFAOYSA-N,S(c1ccccc1)c2ccccc2,-4.3606078686
A-350,ALXCWDABTQQKAH-UHFFFAOYSA-N,CCOCCCN[S](=O)(=O)c1ccc(Oc2cc(O)c3C(=O)c4ccccc4C(=O)c3c2N)cc1,-4.7874700957
A-352,AUHHYELHRWCWEZ-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,-4.5531196112
A-355,KJAXOZTWNHRZQG-UHFFFAOYSA-L,[Ca++].CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O,-3.8390840609
A-360,HLMIVULQFMULRM-UHFFFAOYSA-N,C1CCC(CC1)OCCc2ccccc2,-2.4180900548
A-362,KOKXAPDKXDSOEG-UHFFFAOYSA-L,[Co++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O,-2.7160174073000003
A-363,XEJGJTYRUWUFFD-FNORWQNLSA-N,C/C=C/C(=O)C1C(C)C=CCC1(C)C,-3.3963665007
A-364,NEPKLUNSRVEBIX-UHFFFAOYSA-N,O=C(OCC1CO1)c2ccc(cc2)C(=O)OCC3CO3,-3.5579600556
A-365,CWRKZMLUDFBPAO-VOTSOKGWSA-N,CCCCC/C=C/CCC=O,-3.301742894
A-367,VVYVUOFMPAXVCH-QDBORUFSSA-L,[Na+].[Na+].CN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(C)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-3.0693211517
A-368,OGRAOKJKVGDSFR-UHFFFAOYSA-N,Cc1cc(C)c(C)c(O)c1,-2.2522030039
A-369,UJPMYEOUBPIPHQ-UHFFFAOYSA-N,CC(F)(F)F,-2.043101387
A-370,GJKGAPPUXSSCFI-UHFFFAOYSA-N,CC(C)(O)C(=O)c1ccc(OCCO)cc1,-1.4699304792
A-371,LGDSHSYDSCRFAB-UHFFFAOYSA-N,CN=C=S,-0.9832225904
A-372,ADCBKYIHQQCFHE-UHFFFAOYSA-N,CN(C(=O)N(C)c1ccccc1)c2ccccc2,-3.4975575811
A-373,GJJSUPSPZIZYPM-UHFFFAOYSA-N,O=C1CCCCCCCCCCC(=O)OCCO1,-3.533758505
A-374,PLLBRTOLHQQAQQ-UHFFFAOYSA-N,CC(C)CCCCCCCO,-3.3243784972
A-376,TZWGXFOSKIHUPW-UHFFFAOYSA-L,[Co++].CCC([O-])=O.CCC([O-])=O,-0.4376623173
A-377,GOMAKLPNAAZVCJ-UHFFFAOYSA-N,CCOC(=O)C1OC1c2ccccc2,-2.4096512377
A-378,HGDVHRITTGWMJK-UHFFFAOYSA-N,CC(C)CCCC(C)(C)O,-2.2869836341
A-379,VHOMAPWVLKRQAZ-UHFFFAOYSA-N,CCC(=O)OCc1ccccc1,-2.344979827
A-381,YASSLXHVJQGNOK-UHFFFAOYSA-N,CC(=O)OC1(CCCCC1)C#C,-2.352215179
A-383,ZXUXEWRICDHNKF-KTKRTIGZSA-N,CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN,-3.7183913352
A-385,AFCCDDWKHLHPDF-UHFFFAOYSA-M,[Na+].CNC([S-])=S,0.747325108
A-387,GUMCAKKKNKYFEB-UHFFFAOYSA-N,Nc1cc(Cl)c(Cl)cc1Cl,-3.4359504856
A-390,UEGXXVLLCWTKGN-GIHNHNQOSA-N,C\C=C/C=C.C/C=C/C=C.C1CC=CC1,-2.4542650743000003
A-391,OHRBQTOZYGEWCJ-UHFFFAOYSA-N,CC(C)c1cccc(c1)C(C)CC=O,-3.6773468456
A-396,CRBABZUVIKGIMW-UHFFFAOYSA-H,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S](=O)(=O)CCO[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5cc(c(N=Nc6ccc7c(cccc7[S]([O-])(=O)=O)c6[S]([O-])(=O)=O)c(O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.277021164
A-397,IDBYQQQHBYGLEQ-UHFFFAOYSA-N,FC1CC(F)(F)C(F)(F)C1(F)F,-2.436880918
A-398,APQHKWPGGHMYKJ-UHFFFAOYSA-N,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,-3.9228515135
A-402,BJIOGJUNALELMI-ONEGZZNKSA-N,COc1cc(\C=C\C)ccc1O,-2.3647374971
A-403,POQJHLBMLVTHAU-UHFFFAOYSA-N,Cc1ccc(C=O)cc1C,-2.277035079
A-405,XDXCFDPDYZSCAG-AFHMRPNKSA-N,O.CC([NH3+])c1ccccc1.C[C@@H]2O[C@@H]2[P](O)([O-])=O,-0.5941393378000001
A-407,IINNWAYUJNWZRM-UHFFFAOYSA-L,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,-1.0993150407
A-410,MBJAPGAZEWPEFB-UHFFFAOYSA-N,Nc1ccc(c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,-2.6919272706
A-411,ZEHYRTJBFMZHCY-UHFFFAOYSA-N,COc1cc(C=O)cc(c1O)[N+]([O-])=O,-2.4496899299
A-412,FPUKYOSOAAPHTN-UHFFFAOYSA-N,CCN(CC)c1cccc(NC(C)=O)c1,-2.4693780306
A-415,YEXPOXQUZXUXJW-UHFFFAOYSA-N,O=[Pb],-3.5023551324
A-416,OPNUROKCUBTKLF-UHFFFAOYSA-N,Cc1ccccc1NC(N)=Nc2ccccc2C,-3.5338845835000003
A-420,PJZFNEYJOZUEGS-UHFFFAOYSA-N,CCCC(CC)COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-7.098737149600001
A-421,PDSNLYSELAIEBU-UHFFFAOYSA-N,CC1(C)CCCC2(C)C3CCC(C13)C2=C,-4.412762427200001
A-422,YNMSDIQQNIRGDP-UHFFFAOYSA-N,Oc1ccccc1C(=O)OCCc2ccccc2,-4.4891053349000005
A-425,UMVMVEZHMZTUHD-UHFFFAOYSA-N,CC(COC(=O)c1ccccc1)OC(=O)c2ccccc2,-4.5673029377
A-426,QORWJWZARLRLPR-UHFFFAOYSA-H,[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-4.6051146656
A-427,YEVACTAGDANHRH-UHFFFAOYSA-N,CCC(C)(C)C1CCCCC1OC(C)=O,-4.4462039036
A-429,ZHOOOLQOWQVYOE-UHFFFAOYSA-N,N#C[C](=[C]1CC[CH2]CC1)c2ccccc2,-4.4200239973
A-433,ISAVYTVYFVQUDY-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(O)cc1,-4.4694622333
A-434,IGFHQQFPSIBGKE-UHFFFAOYSA-N,CCCCCCCCCc1ccc(O)cc1,-4.4980268403
A-435,JXHSJUAPWJKPLE-UHFFFAOYSA-N,COc1ccc(cc1[N+]([O-])=O)C(=O)Nc2ccc(cc2)C(N)=O,-4.6536052692
A-441,JRMUNVKIHCOMHV-UHFFFAOYSA-M,[Br-].CCCC[N+](CCCC)(CCCC)CCCC,1.3320248442
A-444,PLLZRTNVEXYBNA-UHFFFAOYSA-L,[OH-].[OH-].[Cd++],-3.3236333941
A-445,KCFGCDSNSLCBLY-IOLMCIFPSA-N,Fc1ccc2O[C@@H](CCc2c1)[C@@H]3CO3.Fc4ccc5O[C@@H](CCc5c4)[C@H]6CO6.Fc7ccc8O[C@H](CCc8c7)[C@@H]9CO9.Fc%10ccc%11O[C@H](CCc%11c%10)[C@H]%12CO%12,-3.0521011765
A-451,ABDKAPXRBAPSQN-UHFFFAOYSA-N,COc1ccccc1OC,-1.3149750669
A-452,IBCDZZHMNXXYAP-UHFFFAOYSA-N,Nc1cnn(CCO)c1N.O[S](O)(=O)=O,0.4442593444
A-453,XWPWZOJBTOJEGW-UHFFFAOYSA-L,[Na+].[Na+].[O-][S](=O)(=O)c1cccc(c1)[S]([O-])(=O)=O,0.3709472853
A-454,WTLBZVNBAKMVDP-UHFFFAOYSA-N,CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,-2.7785623319
A-457,ICBJCVRQDSQPGI-UHFFFAOYSA-N,CCCCCCOC,-2.2450853258000003
A-458,TZGFQIXRVUHDLE-UHFFFAOYSA-N,[O-][N+](=O)c1cc(ccc1Cl)C(F)(F)F,-2.5337046723
A-463,HQQPOVNESMNPNH-UHFFFAOYSA-N,CC(C)c1ccc(cc1)C(C)CC=O,-3.4598629014
A-465,DMXUBGVVJLVCPB-UHFFFAOYSA-N,CC1CC(=CC(C)C1CO)C,-2.3711973931
A-466,KRLBLPBPZSSIGH-CSKARUKUSA-N,CC/C(C)=C/CCC(C)(O)C=C,-2.4091286640000003
A-467,YNOWBNNLZSSIHM-UHFFFAOYSA-N,O=C(OCC1CO1)c2ccc(C(=O)OCC3CO3)c(c2)C(=O)OCC4CO4,-2.7622964758
A-468,GPMLJOOQCIHFET-UHFFFAOYSA-N,CC1CC(C)(CO1)c2ccccc2,-2.4332379452
A-469,YXAGIRHBJJLWHW-UHFFFAOYSA-N,CCCCC(CC)C(=O)OCC,-3.423291255
A-471,FTXPZBYCIGOUHZ-WPJWCKLJSA-K,[Na+].[Na+].[Na+].CCN(c1cccc(c1)[S](=O)(=O)CCO[S]([O-])(=O)=O)c2nc(Cl)nc(Nc3ccc4C(=O)C(=N/Nc5ccc(OC)cc5[S]([O-])(=O)=O)\C(=Cc4c3)[S]([O-])(=O)=O)n2,-1.1616711076
A-472,UGZADUVQMDAIAO-UHFFFAOYSA-L,[OH-].[OH-].[Zn++],-2.1858288548
A-475,QZYDOKBVZJLQCK-UHFFFAOYSA-N,CCOc1ccccc1OCC,-2.41045076
A-476,IAQRGUVFOMOMEM-ONEGZZNKSA-N,C\C=C\C,-1.9394650737
A-477,HEBKCHPVOIAQTA-UHFFFAOYSA-N,OCC(O)C(O)C(O)CO,0.6252744890999999
A-481,XWNMFDCGCAFWHB-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCCNCCCNCCCNCCCN,-3.8360757577
A-482,PRNCMAKCNVRZFX-UHFFFAOYSA-N,CC(C)CCCC(C)CCO,-3.3932597866000003
A-483,CMXLXDYHEIIMLD-UHFFFAOYSA-L,[Na+].[Na+].CCN1C(=C(N=Nc2ccc(cc2)[S](=O)(=O)c3ccc(cc3)N=NC4=C(O)N(CC)C(=O)C(=C4C)C[S]([O-])(=O)=O)C(=C(C[S]([O-])(=O)=O)C1=O)C)O,-2.1021873796
A-487,WSTQLNQRVZNEDV-CSKARUKUSA-N,CCCCCC(O)C(/C)=C/CC,-3.4318638977
A-488,XUPYJHCZDLZNFP-UHFFFAOYSA-N,CCCCOC(=O)CCC,-2.3610477791
A-492,USPJNXWHVJTDJW-UHFFFAOYSA-N,O=CC1CCC2C3CCC(C3)C12,-2.4199676473
A-493,SPTHWAJJMLCAQF-UHFFFAOYSA-N,CC(C)c1ccccc1C(C)C.OO,-2.4977135853
A-495,WUAPFZMCVAUBPE-UHFFFAOYSA-N,[Re],-0.4755079565
A-496,DYUQAZSOFZSPHD-UHFFFAOYSA-N,CCC(O)c1ccccc1,-2.3403675905
A-497,ABXGMGUHGLQMAW-UHFFFAOYSA-N,CC(=O)c1cccc(c1)C(F)(F)F,-2.4821079167
A-498,KQCMTOWTPBNWDB-UHFFFAOYSA-N,Nc1ccc(Cl)cc1Cl,-2.4171742578
A-499,KGEKLUUHTZCSIP-HOSYDEDBSA-N,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,-3.4963238418
A-500,NBOCQTNZUPTTEI-UHFFFAOYSA-N,NN[S](=O)(=O)c1ccc(Oc2ccc(cc2)[S](=O)(=O)NN)cc1,-3.7584891954
A-501,HKSVWJWYDJQNEV-UHFFFAOYSA-K,[Sr++].[O-][P]([O-])([O-])=O,-3.4683853884
A-503,FDBJNQUXZRDJHC-KQQUZDAGSA-N,CC/C=C/CC/C=C/C=C,-3.34190657
A-504,ORTVZLZNOYNASJ-UPHRSURJSA-N,OC\C=C/CO,0.8466851642000001
A-506,RBFPEAGEJJSYCX-UHFFFAOYSA-N,CCOCCOCCOCCOC(=O)C(C)=C,-0.6030114261
A-508,HSHGZXNAXBPPDL-HZGVNTEJSA-N,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O,-2.6489777217
A-519,DDFGFKGJBOILQZ-UHFFFAOYSA-N,CC1(C)C2CC=C(CCC=O)C1C2,-3.4657606101
A-521,HFNGYHHRRMSKEU-UHFFFAOYSA-N,COc1ccc(COC(C)=O)cc1,-2.4740066421
A-523,KVBCYCWRDBDGBG-UHFFFAOYSA-N,[H+].[NH4+].[F-].[F-],1.0233941334
A-525,GZVHEAJQGPRDLQ-UHFFFAOYSA-N,Nc1nc(N)nc(n1)c2ccccc2,-2.4941685135
A-526,LAIJAUHBAWLPCO-UHFFFAOYSA-N,CC(C)(C)C1CCC(CC1)OC(=O)C=C,-3.539328096
A-533,KWVKCGGJLLNVSC-UHFFFAOYSA-N,Brc1ccc(Br)c(C=C)c1,-4.5787304077
A-535,FBLAHUMENIHUGG-UHFFFAOYSA-N,Cc1ccccc1NC(=O)c2cc3ccccc3cc2O,-4.6234419541000005
A-539,USYMCUGEGUFUBI-UHFFFAOYSA-N,COC(=O)c1nc(Cl)c(Cl)nc1N,-4.5348386091
A-541,XMFOQHDPRMAJNU-UHFFFAOYSA-N,O1[Pb]O[Pb]2O[Pb]1O2,-4.0080532109
A-542,YMGHPIVBMBXPCR-NXVVXOECSA-N,CCCCCCCC\C=C/CCCCCCCC(=O)N(CCCC)CCCC,-4.788985440799999
A-543,IAXXETNIOYFMLW-UHFFFAOYSA-N,CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,-4.5442204359
A-545,GJQIMXVRFNLMTB-UHFFFAOYSA-N,CCCCCCCCCOC(C)=O,-4.4708606495
A-547,DXACIACMWHJFHD-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC.CCCCCCCCCCCC(CC)CCCCCCC(CC)CCCCCCC.CCC1CCC(CC)CC1.Cc2cccc(C)c2.C3CCC4CC5CCCCC5CC4C3.c6ccc7ccccc7c6.c8ccc9cc%10ccccc%10cc9c8,-5.4050532611
A-550,PBMFOKZETGSLTK-UHFFFAOYSA-N,CCCCCCCCCCCCCC.CCc1ccccc1.c2ccccc2.c3ccc4ccccc4c3.c5ccc6cc7ccccc7cc6c5,-5.0416978328
A-555,UZJQQWFHPLYECS-SFECMWDFSA-N,CC\C=C/CCOC(=O)C\C=C/CC,-4.5097094839
A-556,DKGAZBPXLWEBPI-SLHNCBLASA-N,CC[C@]12CC[C@H]3[C@@H](CCC4=C3CC=C(C4)OC)[C@@H]1CC[C@@H]2O,-4.7025138257
A-557,ARIWANIATODDMH-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC(O)CO,-4.6602344394
A-558,DXGLGDHPHMLXJC-UHFFFAOYSA-N,COc1ccc(c(O)c1)C(=O)c2ccccc2,-4.5802538276
A-560,YBUIAJZFOGJGLJ-UHFFFAOYSA-N,CC1CCC2C(C)(C)C3CC12CC(=C3C)C(C)=O,-4.6134788776
A-568,JTHVYOIHZNYRCC-UHFFFAOYSA-N,CCCCCCC1CCCC1=O,-3.4515155376
A-569,CTLDWNVYXLHMAS-UHFFFAOYSA-N,CC(C)C(=O)C(C)(C)CC=C(C)C,-3.4892158636
A-570,GZGSEMRMKBBQGA-UHFFFAOYSA-N,Oc1ccc(C=C)cc1C=C,-3.3940626837
A-574,FZCQMIRJCGWWCL-UHFFFAOYSA-N,Nc1ccc(Cl)cc1O,-2.3906599281
A-575,SHSGDXCJYVZFTP-UHFFFAOYSA-N,CCOc1ccc(cc1)C(O)=O,-2.4548997462
A-576,RYZCLUQMCYZBJQ-UHFFFAOYSA-H,[OH-].[OH-].[Pb++].[Pb++].[Pb++].[O-]C([O-])=O.[O-]C([O-])=O,-5.5472319177
A-578,ITNMAZSPBLRJLU-UHFFFAOYSA-N,Nc1c(Cl)cc(cc1Cl)C(F)(F)F,-3.591642752
A-581,OWEGWHBOCFMBLP-UHFFFAOYSA-N,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2ccnc2,-3.7030926455
A-584,YSRSBDQINUMTIF-UHFFFAOYSA-N,CCCCCCCCC(O)CO,-2.4785789552
A-586,RQXTZKGDMNIWJF-UHFFFAOYSA-N,CCC(C)C1CCCCC1=O,-2.427057806
A-587,BGKAKRUFBSTALK-UHFFFAOYSA-N,COc1cc(C=O)ccc1OC(=O)C(C)C,-2.5886676064
A-594,ZZUKBDPLHIIUFR-JEBHESKQSA-L,[Sr++].Cc1cc(N\N=C/2C(=O)C(=Cc3ccccc23)C([O-])=O)c(cc1Cl)[S]([O-])(=O)=O,-3.9441003714
A-596,RSIHSRDYCUFFLA-DYKIIFRCSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O,-3.7003596507
A-597,NWMCCMGWYCKNJR-UHFFFAOYSA-N,CCc1ccc(CC(C)(C)C#N)cc1,-3.3513392636000003
A-599,OVISMSJCKCDOPU-UHFFFAOYSA-N,ClCCCCCCCl,-3.4346473299
A-600,BALAUIYKESNHDW-UHFFFAOYSA-N,CCC(=O)OC1C=CC2C3CCC(C3)C12,-3.5585927938
A-602,JEDYYFXHPAIBGR-UHFFFAOYSA-N,CN1C(=O)N(C(=O)C=C1C(F)(F)F)c2ccc(Cl)c(c2)C(=O)OC(C)(C)C(=O)OCC=C,-4.676528089
A-604,FYMCOOOLDFPFPN-UHFFFAOYSA-K,[Fe+3].Cc1ccc(cc1)[S]([O-])(=O)=O.Cc2ccc(cc2)[S]([O-])(=O)=O.Cc3ccc(cc3)[S]([O-])(=O)=O,-0.0080331121
A-606,VUFZVGQUAVDKMC-UHFFFAOYSA-N,C=CCOC(=O)COc1ccccc1,-2.5363732086
A-607,UKFWSNCTAHXBQN-UHFFFAOYSA-N,[NH4+].[I-],1.0867760203
A-610,BVEGEKOBSPXUJS-UHFFFAOYSA-N,OC(=O)CCCCC(O)=O.C1CNCCN1,-0.6232866861
A-614,CISVVDNATRQDNU-UHFFFAOYSA-N,CN[S](=O)(=O)c1cc(OC)c(N)cc1OC,-3.6510805625
A-616,DZHMRSPXDUUJER-UHFFFAOYSA-N,NC(N)=O.O[P](O)(O)=O,0.5376020021
A-619,FYOFOKCECDGJBF-UHFFFAOYSA-N,[Fe].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+],-3.2920233513
A-620,IQGIEMYBDGDBMR-UHFFFAOYSA-N,CC(CCOC(=O)C=C)CCOC(=O)C=C,-2.6214335505
A-624,XKCLIPLFEJSOAT-UHFFFAOYSA-N,CC(=O)OC1CCC2CCCCC2C1,-3.5605044152
A-625,TVWGHFVGFWIHFN-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(C)c1cc(C)cc(C)c1O,-7.3357073226999985
A-628,XZAXQWXHBDKYJI-UHFFFAOYSA-N,OC(=O)CC(C[P]1(=O)Oc2ccccc2c3ccccc13)C(O)=O,-2.8135095056
A-638,LRPCLTPZMUIPFK-UHFFFAOYSA-N,C.O[S](O)(=O)=O,-3.3330935045
A-639,WMIYKQLTONQJES-UHFFFAOYSA-N,FC(F)(F)C(F)(F)F,-2.4239072122
A-640,MMLYERLRGHVBEK-WQLSENKSSA-N,CC(C)=CCC\C(C)=C/CCC=O,-3.5383035446
A-645,QIWKUEJZZCOPFV-UHFFFAOYSA-N,CC(=C)C(=O)Oc1ccccc1,-2.4948513605
A-646,UTYYEGLZLFAFDI-UHFFFAOYSA-L,[Co++].CC([O-])=CC(C)=O.CC([O-])=CC(C)=O,-1.6975300994
A-647,SGAWOGXMMPSZPB-UHFFFAOYSA-N,CC1=C(C=O)C(C)(C)CC=C1,-2.4650077569
A-648,VMZVBRIIHDRYGK-UHFFFAOYSA-N,CN(C)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-2.7113870277
A-649,OAFJAALOFJVHMK-UHFFFAOYSA-N,CC(=O)CC(C)(C)C1CCCCC1,-3.5481536429
A-652,NOOLISFMXDJSKH-UHFFFAOYSA-N,CC(C)C1CCC(C)CC1O,-2.4880091207
A-653,KYYSIVCCYWZZLR-UHFFFAOYSA-N,[Co++].[O-][Mo]([O-])(=O)=O,-2.6343205414
A-655,ATGUVEKSASEFFO-UHFFFAOYSA-N,Nc1ccc(Nc2ccccc2)cc1,-2.5631304762
A-656,LNODIGSABOGNBQ-UHFFFAOYSA-N,CCC(C)C(=O)N(C)c1ccccc1,-1.5805795126
A-657,ZLNAFSPCNATQPQ-UHFFFAOYSA-N,CO[Si](C)(OC)C=C,0.5776235848
A-660,ZVNPWFOVUDMGRP-UHFFFAOYSA-N,CNc1ccc(O)cc1.CNc2ccc(O)cc2.O[S](O)(=O)=O,-0.838079267
A-661,VOBHRQFELWTZFS-DXVNCNPQSA-K,[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1ccc2c(c1)C=C(C(=O)/C2=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.0824140873
A-665,DAKWPKUUDNSNPN-UHFFFAOYSA-N,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,-2.772789495
A-666,PTTPXKJBFFKCEK-UHFFFAOYSA-N,CC(C)CC(=O)CC(C)C,-2.4540578458
A-667,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,COc1ccc(CC=C)cc1OC,-2.5520132395
A-668,KYARBIJYVGJZLB-UHFFFAOYSA-N,Nc1ccc2c(O)cc(cc2c1)[S](O)(=O)=O,-2.6798855726
A-669,FFVVMXXUKCHQFS-UHFFFAOYSA-K,[Al+3].[O-]c1ccc2cc(ccc2c1N=Nc3ccc(cc3)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-2.9368865529000003
A-673,IVEVYZAZHQVESM-UHFFFAOYSA-N,CCCCCC1=C(CCC1CC(=O)OC)OC(C)=O,-3.7219886724
A-674,BBDKZWKEPDTENS-UHFFFAOYSA-N,C=CC1CCC=CC1,-3.3351930307
A-675,QUQPHWDTPGMPEX-QJBIFVCTSA-N,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,-5.0104856455
A-676,BITAPBDLHJQAID-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCCN(CCO)CCO,-4.7801182897
A-677,RJIFVNWOLLIBJV-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(C(=O)OCCCC)c(c1)C(=O)OCCCC,-4.807173711
A-679,FFAQILVGBAELHN-UHFFFAOYSA-N,CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(O)cc4,-4.8285219564
A-680,KBQVDAIIQCXKPI-UHFFFAOYSA-N,CO[Si](CCCOC(=O)C=C)(OC)OC,-4.6063887787
A-683,KJIOQYGWTQBHNH-UHFFFAOYSA-N,CCCCCCCCCCCO,-4.4804406676
A-686,MLPBXDBEWJPBBI-UHFFFAOYSA-N,[Ba++].[O-][B][O-],-2.3407335191
A-689,PSGCQDPCAWOCSH-BOURZNODSA-N,CC1(C)[C@H]2CC[C@]1(C)C(C2)OC(=O)C=C,-4.5830924552
A-690,IZMJMCDDWKSTTK-UHFFFAOYSA-N,O=C1C(c2ccc3ccccc3n2)C(=O)c4ccccc14,-4.7011861265
A-691,BRQMAAFGEXNUOL-UHFFFAOYSA-N,CCCCC(CC)COC(=O)OOC(C)(C)C,-4.6599585126
A-692,JWCYDYZLEAQGJJ-UHFFFAOYSA-N,CO[Si](OC)(C1CCCC1)C2CCCC2,-4.6327996787
A-693,DABQKEQFLJIRHU-UHFFFAOYSA-N,CC1CC(CC(C)(C)C1)OC(=O)C(C)=C,-4.5985985087
A-697,SRGBNANKQPZXFZ-UHFFFAOYSA-N,CCCC=O.Nc1ccccc1,-4.5021013295
A-698,GPYYEEJOMCKTPR-UHFFFAOYSA-L,[Zn++].CCCCCCCCCCCC([O-])=O.CCCCCCCCCCCC([O-])=O,-4.9505314842
A-699,CDCSRZWJRXOXLQ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=O.NCCNCCNCCNCCN,-4.9604194489
A-701,IEPWIPZLLIOZLU-ONEGZZNKSA-N,CC/C=C/CCOC(=O)c1ccccc1O,-4.6439814041
A-705,NFLGAXVYCFJBMK-BDAKNGLRSA-N,CC(C)[C@@H]1CC[C@@H](C)CC1=O,-2.4918772305
A-706,MIIADZYPHVTLPR-UHFFFAOYSA-N,COC(=O)c1ccc(cc1[N+]([O-])=O)C(O)=O,-2.6570018481
A-709,DCXXKSXLKWAZNO-UHFFFAOYSA-N,CC(=O)OC(C)(C)CCCC(=C)C=C,-3.5974164985000003
A-713,LLYXJBROWQDVMI-UHFFFAOYSA-N,Cc1ccc(cc1Cl)[N+]([O-])=O,-3.5442781768
A-714,VBIIFPGSPJYLRR-UHFFFAOYSA-M,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,-3.8514567881
A-719,QGZKDVFQNNGYKY-UHFFFAOYSA-N,N,1.4518068893
A-722,YOVRNJUIHVNXCB-UHFFFAOYSA-N,O=C1CCCCCN1C(=O)NCCCCCCNC(=O)N2CCCCCC2=O,-3.9064006561
A-724,XINCECQTMHSORG-UHFFFAOYSA-N,CC(C)CCOC(=O)CC(C)C,-3.5540595352999995
A-725,YLQLIQIAXYRMDL-UHFFFAOYSA-N,CCCCCC(CO)CCC,-3.5181985232
